index,answer,prediction
1435,I love you to the moon and back,"]Ф ком Ш} (~[ы '{,; ФФ"
1436,"Лерочка, Happy Birthday!",Перочка #е-рч 8ё#4Яа;'
1437,Надюлечке роднулечке от Ченюли,НсаюмеШ роаншет Ченк
1438,Любимому Братику,(юбшол Фрапк
1439,Ваша надпись,(ш (ИМАСЬ
1440,BE MY VALENTINE,1
1441,17.10.08 МIМО ПРОХОДИЛ,МП 9 'ОХЧДИ
1442,ANIU KOCHAM CIE,~; ; ш А(( КОСИАМ С(Е
1443,мы были на волосок от жизни,ААБЫШыхв Ъол.(06 01 миъни
1444,minimal,шшша
1445,In loving memory of Eva Dobraszczyk 26.11.83 - 27.10.08 To sit in the shade on a fine day and look upon verdure is the most perfect refreshment: Jane Austen,"[п [очй: шепогу о/ Емл [оБга_с_у} 261183 27.10,08 Та $г `п +е $яЯ: @п {1пе ~ау ап: |6* ,роп ""~гш: 1я т#е шдя   [~г[ес- <~/--}:п: Лзпе Ашя~п"
1446,ПРАВИЛА ПОСЕЩЕНИЯ ПАРКА КУЛЬТУРЫ И ОТДЫХА ДОМА ОФИЦЕРОВ ЗАБАЙКАЛЬСКОГО КРАЯ,"ПРАВИЛА ПОСЕЩЕНИЯ ПАРКА КУЛЬТУРЫ и ОТДЫХА ДОМА ОФИЦЕРОВ ЗАБАЙКАЛЬСКОГО КРАЯ Р1бо/ ОСУЩЕСЛВЛЯЕМСЯ СЛеЗуЮщЕМу [Емыу"" ЛЕМНЦЁ ПЕДШОЧ €700 часов @0 2101 4106; пОарЕдсалЬ ПЕРЕСПЕВЛЯПМЬ НаЛЫ [Ше урныв фарчы СФЕШИЦ; БаЗОНЫ Урны}; #а#ОСШИЬ ЗЫММШ` П:ЙчОО € 100 цаСов 00 ?100 ЧаСС8 #а(. _ РЪС]Нк' НяхООяСь {ЕГДЧПТРШ П:рка ПОСЕПШПРЛШ ФООрПБПЛЬНО СОЗЛЕШАМПСЯ СОбЛЮСЕНЫР пОбре (аПЬ СМЛЬЛПУПЫ ЕОЧНЫе СООГУЖеНШЯ (фонпаНы @ОСОЕЧЫ] ННССШЬ #а((. Прабшл ПОСЕЩЕНШЛ Парша КУЛьЛУры ОЛЫХа Дима ОфЩеДОВ ЗабаКаЛЬ ЮО:О кПаЯ: рШСУНКШ [Х' Погны @к п {,авцл Опублцкаван на офшцшальном сашпе ГАУ ВИЦ Домофщеров ЗабашкаЛь !( 0 раяц ШЗОетаНце СПОЛ НОВеНШЯ НЕНЕСЕНЯ (ШЗШЧЕСКЧ2О 8ЛеЧа ЛрО/СОШПЬ ПЕРОЧПОРШЮ ПаДга БЕЛОСШПЕСаЮЦ МОПОЦЧКЛаМЦ ЛЮбЫ ! СЕКОхО НЫмш ;[=(-Лв:м ПЕДЕО;!ЖЕНШЯ На -;"".-Ш"" Парка ЮСПаНЯВЛЦВЯЕПИСЯ ОсСбЫШ Реп!и ОХПаНЫ ПОЛЬЗОВаНЯ; ПЕГЕСВШеяПьСя ПЕПРЫОДЧ ШСПОЛЬ В;яНШЯМ УазанНых ПранспСрПныХ (реб /З ШСКЛЮЧЕН[Е""' (-ПСКЫ #ОЛЯСОМ ПРех-ОЛеСНЫХ БеЛССЫПЕООЯ СЯНОКаЛ0б ФЛя ОЕлем Досш}п парк сеобоЮный ОСУЩЕСЛЕЛЯЕПСЯ на (еСПЛаМНОЙ ОСНОБе: СО3П1 П1Е 00 ПЯПШ ЛЕП; ЛШЦ На   ШНЗЗЛИОнЫХ  АОЛЯСКаХ Пакне #ПОНЕ преОуСкОпренных аППП-ЦОНаши Парга аЕеналЮГО5 ПаДМЕ; Дя обеспеченыя безОпа(-(СП. ЛарКЕ   БЕбЕПСЯ ВШФЕОНабЛЮбЕнце {ДОВаЗЕНШе ВЫСП] ЛПЛЕНЦЦ; ОПНОСПЩЫКСЯ [0З} ФЕЯЛЕЛЬНОСПШЧ #арка ГОЛШПЮЧеСКШР ИзобралЕНШЯ @..-Л]ЯП!`Ц ССЕПЕННЫЕ ПОСЕЛШПЕЛЕЧ ;ПЕКЯ ПОСЕЦРНИЯ ПаД/а #ОЗ/Ш [ЫЦН:Ц сбср ФанЕЖНых СПЕССПЪВ; ОПЗаНШЗСЕЕННЫЕ ёГУЛПОВЫЕ [ЕЛШ2ШО-НЫЕ ВЫСПУПЛЕНЯ ШСПОЛЬЗОВШМЬСЯ ПОЛЬЮО ОЛЯ ЧаСМНО:О  СОмЭШн-: ""СПОЛЬОВЕНУЯ [ЛЪ   П""ПУЛы СЕМОНСПЛ:ЦИ;  учебныв КЛаССЫ; ППОПЕСПЫ ЛЮООУ ЧеСПЕ Лапка ЧЛУ ПРШЛеРЯЮЦЕШ ПеРПЧП?-Ш; АС""ЦНЧСПЛаЦЦЯ Па-Ла НЕГЕП ОПБЕПСПАВЕННОСПШ НЕСЧЕСПНЫР СЛУЧЯЧ ВОЧНШКШЕ РРЗУЛЬЭПЕ   НЕСОбЛЮСЕНШЯ ПОСЕПУПРЛЯЖШ ПраВШЛ беЗОПаСнОСЛЮ ДрШ ОСЛОПРе СЫСПЭВОЧНОШ {о[:с%:ь СУВеНЦрнош любош @уес! Л-Офуц.Ец; Распроспраняпь бшЛеПы ОСУЩЕСПВЛЯЛМЬ @0ЕННОШ `ЕХНШКЦ ПЕабШл ПОВРСЕНЦЯ (ЕП:к01 ПЛОЩаЯке ПСавшл (ез0Л: ""(ШШ ЛЦШ ПОСЕЩЕНШ Шн}ю шОчме[ческую фепшеЛьносль бел фозов-а СОЗЛаСОВЕНШЯ #""мцнспр:Щш:ш Дача ФфЧце 0;; ЯПЛП: ЦШОП06 праВшл   `веЗн\я волных   соФруленшЁ; ЗВНШМЕПЬСЯ €(ЕМШ 8.ФЫЫ ХуСОлЕСПВЕННОШ СаЮОФЕЯЛЕЛЬНОСПЦ; [ГОБОСШПЬ МаСССВЫЕ ЦЕЛЯХ ГОХЕЕНЕНШП НаЗЛРЖаЩе 0 ШСПОЛЬЗСВЕНШЯ {ЕПДЫОДЧШ Пяцка гулыПры @ПЮыха НЕПОЛОШЯПШЯ ПШСЬЧЕННО:О СОЕЛЕСОВОНШЯ абмш#ц лраЩ:"" Даша ОФШЦеПСВ; Дома Чфицег0;   ЗабЛЫкаЛьско:0 #Пая Шаюе [ЕЛЬЮ ОбеСПЕЧЕНШЯ бЕЗОПаСНОСПШ ПОСРПШПЕЛЕШ #а ПЕгршпРш парша ЗаПреШаЕПся: ЮСнПрОль #ЫПОЛНЕНШЛ наслЮящшх Празшл ОСУЩеспвляюш €.@ШДШПеЛЫ парка Спу^ша ОУРаНЫ #рах шЛь ПЕПРЫПОПШЮ ПаПка БыЗУЛЦВЯПЬ @ОМЗШНЫ' ЖШЬОПны ЕСЕх €Ц008 Вх0 ы; ВЫУСОЫ ЭБНК}ПЦЮОННЫЕ ЛУТЦ прОкОСЫ; ПреОНаЗНаЧЕнНые [ябОПНЫКОВ СЛу""бы (ПЯСЕНШЛ СкОГО! ГОШОЩ СПужОы   3СПЛ/ЛПаЦ"" фолнны быПь €гвзПа ООСПУЛНы ОП ТЫПЫ ЛОСПШПЬ ЛОМЯПЬ   Оеребья КУСПКПНШ' ССОбООНы П,еПЯШСП:Ш; Абмшни праця ГАУ ФВИЦ Дом офыцеров Забабкальско:о краяю Ларг"
1447,С ЛЁГКИМ ПАРОМ!,С 'АЕГХИЧ ПАрОМ!
1448,00,00
1449,00,010
1450,421133,[1ЗВЗ
1451,9999,9999
1452,ЗЕНИТ ОД СЧЁТ 2,сй
1453,000000,[09 [0Е
1454,ДВА ГОДА ГАРАНТИИ,ДВА ГАРАНТИИ ГОДА
1455,CLARK COUNTY McCARRAN INTERNATIONAL LAS VEGAS,сш₽  ( 5С дррл 5 ~п
1456,SPORT,ЯРО?_
1457,13:15 12.11.17 ледующая ос,"Ф ' € #:"" ::::""::: й:"
1458,LIVE NOW,_ Е .ЪШ
1459,ШКОЛА,ШКОЛд ш
1460,Kitfort,ц5в' К-@г: Базовая  Разогрев Варка Томление Макс 1 ( шарка
1461,YAKIMASPORT,ХА К|МА$ ₽О?Т
1462,htopRoyalSun,$+@р @уа-Зч<
1463,МОЯ ЖИЗНЬ- МОИ ПРАВИЛА,МОЯ ЖИЗНЬ МОИ ПРАВИЛА
1464,NEON,~).
1465,Dream,)%@
1466,HOTEL,%ё
1467,Just Married,{Цыи
1468,LIVE,(УЕ
1469,M SHOE REPAIR,$Нов ПЕРА-?
1470,Love,@90) '6 >
1471,РЫБОЛОВ,2Ы[ОЮ
1472,OUT OF YOUR LEAGUE!,ОУТ ОГ ~ОЧ? ((-@Ф( @о= СА #2}' КСЦР
1473,Lashes,{жз`е$ @Неевялп
1474,TASHA Beauty CAFE,ТАЗНА '%шЧ СА  Ё
1475,hello,(Ф)
1476,LOVE,@Ол?)
1477,ALEX,[ИИТ ЕП 1] ши шлтлш Е_рН Ш
1478,Love,( 
1479,Enjoy,"&% с%  | мв """
1480,coffee,"[""ес"
1481,ЦВЕТЫ,(в€ды
1482,Your logo Here,Хош Нее _о&о
1483,RESTAURANT BAR,8€ЗЪ^@А) ВАР
1484,10:27,1шэ вы = пп
1485,LIVE,((€)
1486,GAME CLUB,6ЪЧВ ~`
1487,Coffee SHOP,(0(0 Я.Ш]
1488,APERTURE LABORATORIES,АРЕШкЕ Ц4 В 0 ₽ А Т 0 ₽ | Е 5
1489,TRUST ME YOU CAN DANCE,Т ЫЗГМЕ ~ОШ (А` 04П(Е
1490,шаверма,шаверма
1491,Viber Insider,[0@8ь
1492,BAR HDJ SIGN,ВАК [6Б] Б15 ]
1493,MOTEL,Шшы ~ОТЕЪ
1494,WELCOME TO Fabulous LAS VEGAS NEVADA,@Ф99ш€ Т @ _АЗ {Е&-$) ~Е У^ 6 
1495,Disput Detail,"10.27 ты: .я-ше [а1] [15ь#: {пос Т:ле ~ыъс 2020 [=т+: геа:пп Егут=па1 ёепт [х[ге55 ~ ,Ц[Пепъ 56 |е по\ а5 Зз- Б@ф {аНП ]Г?Е ₽ПЕ 5 ЛЧПЩЧПТ ПгТЫЦ 5 $(:(,5 : [5 @т1е /п^:}е: 1111 РьцпЧ ЕЦП Е 6,в9 ] Т<: ;зпц₽ #а5 ;ггл [<=€{;5г;] Е{- пь""$ {ш |#з389ь; [5рна Нзпг;"
1496,возьми кофе с собой,ВОЗЫИ КОФЕ ССОБОЙ
1497,Morapito RACING,МчЧ @@@
1498,Весна,#ъ0 {=| 
1499,Регион Строй Реставрация,";1 , },] ; 1'  ; ; 1 ' 1 { ] ""  ` | |1 .11  1 , , , [Ч} (Стой РесавфаЩИя"
1500,БУХГАЛТЕРИЯ,БУХГАЛТЕРИЯ :ТЧ ак1. [а [ .
1501,ДИРЕКТОР ДЕПАРТАМЕНТА РАЗВИТИЯ Андриянов Валерий Владимирович,ДИРЕКТОР ДЕПАРТАМЕНТА РАЗВИТИЯ Андриянов Валерий Владимирович
1502,315 КАБИНЕТ ХИМИИ,'15 БАНШИТ ки;шн 95Пыэ
1503,ПРИЕМНАЯ ДИРЕКТОР Фамилия Имя Отчество,ПРИЕМНАЯ ДИРЕКТОР Фамилия Имя Отчество
1504,400,400
1505,25 ОТОЛАРИНГОЛОГ,4 [#ЛОГ
1506,и косметолог Правительства,"#'У ""#етОлп! 'ъътТттенайя Грбителиста а"
1507,ЗАМЕСТИТЕЛЬ НАЧАЛЬНИКА УФМС РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛАСТИ,ЗАМЕСТИТЕЛЬ НАЧАЛЬНИКА УФМС РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛАСТИ
1508,ЧАСЫ РАБОТЫ:,РдБОТЫ; сашэда 91 5₽Лр 7хл8оз 10 0
1509,107,Еянак
1510,"Конференц-зал ООО ""Файффс Фрут Импортс""",Конференц-зал ООО кФайффс Фрут Импортся
1511,Государственное казенное учреждение Управление строительства Ленинградской област,чреждение асуларственное Кзеннос {Упрявление  стронтсльс! Ленинградском : области :
1512,название компании,"НАЗВАНИЕ КОМПАННИ згив ~гв 7;н,ы ЫУр_ыъгцие"
1513,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
1514,Перед входом помолитесь,Перед входом помолитесь
1515,КАБИНЕТ СПЕЦИАЛИСТА,КАБИНЕТ СПЕЦИАИСТА ЕаненанъН
1516,КАБИНЕТ ЛИТЕРАТУРЫ,КАБИНЕТ ЛИТЕРАТУРЫ
1517,Системный администратор,Системный администратор
1518,переговорная welcome,"ПЕРЕГОВОРНАЯ ""есоше"
1519,ЛЮДИ ДОБРЫЕ ПОМОЖЕМ ЧЕМ МОЖЕМ,"АЮА,И АОБРЫЕ п омвм"
1520,ОРГАНИЗАЦИОННО- -КАДРОВОЕ УПРАВЛЕНИЕ,ОРГА НИЗАЦИОННО - -КАДРОВОЕ УПРАВЛЕНИЕ
1521,КАБИНЕТ МАТЕМАТИКИ,КАБИНЕТ МАТЕМАТИКИ
1522,ВЕЛЛЕ,"#ВЕПЛЕ"" "
1523,НЕ ВХОДИТЬ,НЕ ВХОДИТЬ
1524,Директор Иванов Иван Иванович,Дирсктор Иванов Иван Иванович
1525,Массажный кабинет,Массажный кабинет
1526,403,'Я(с& кябннет -в 4П3
1527,ПРИЕМНАЯ,ПРИЕМНАЯ
1528,ТЕРАПЕВТ 9,ТЕРАПЕВТ
1529,ИДЕТ СОВЕЩАНИЕ НЕ ВХОДИТЬ ШТРАФ 500 руб.,ИДЕТ СОВЕЩАНИЕ НЕ ВХОДИТЬ ШТРАФ 500 руб 
1530,Название таблички,Название табПИЧКИ
1531,Начальник инженерно-технического отдела Иванов И.И.,НаЧаЛьник {ЛёЛЯ инженерно-7 И РАНИЧеСАОГ  Иваноб
1532,МЕДТЕХ КА,Пн ТаГПП ! 2тв
1533,Теплопункт посторонним вход воспрещён!,[ТВПЛОПУНЮТ| ПОСТОРОННИМ ВХОД ВОСПРЕЩЁН!
1534,Материальный склад,Паа Тпт7аинльнынсшнп
1535,БУХГАЛТЕРИЯ,БуХПЛТЕРИЯ
1536,ЛОГОПЕД,ЛОГОПЕД
1537,АРХ ТЕКТУРНО-СМЕТНЫЙ ОТДЕЛ,Смыный РХЛТЕКТУРНО-
1538,RUS N RUSCON,Увон=  #_зсом
1539,Я ТЕБЯ ЛЮБЛЮ!,4 ТЕБЯ; АЮЪА-Г
1540,peace,= 
1541,Я ЛЮБЛЮ ТЕБЯ ДИАНА ЭТЬН.,0 #Ч ЛЫ ЧВАЮ Т{ Ф
1542,Text,Техъ
1543,FRI END,-?-:
1544,СВОБОДУ ВЛАДИМИР ВОРОНЦОВ,# сеоееан 2 >
1545,PRIDE,: 'К?
1546,Колечка ЛЮБЛЮ,[{ю& ШД5
1547,БИТЬ И БЕРЕЧ,ОБИТЬ ИБЁРЕЧЬ
1548,"ТОЛЯ Я БЕРЕМЕННА ОТ ТЕБЯ! РИТА ТОЛЯ, И Я БЕРЕМЕННА ОТ ТЕБЯ! Наташа Толя, я так-то тоже беременна от тебя! Мила","~Е) Фв Ратыш ""оя / Бт ~ 47 Бегеменне 7ор . БЕР} ""о-ию  ННА леБя : шъсе рчм  Евян Наиши ене Миа"
1549,"Мяушки, с Днём Люблю тебя.",&е& с #е&&: Грасмые {ёЗосмч! Дврите о4 2 ши [гоз-@ а_п '2ё& &Э срнии @ехю
1550,ОТКРЫВАЙ КОБРА!!,деы <ЗбР}
1551,"Полина, прости меня пожалуйста! Даня",%Ленион '02 $ А-н?
1552,2015,
1553,"Соколовский 
 не 
 террорист",~6 7еФорист >
1554,ПРОСТИ!!!,
1555,"Севернее Кореи . Соцсети о санкциях, репрессиях и эмиграции ",'Севернее Кореи' Соцсети 0 санкциях; репрессиях и эмиграции
1556,ВИКА Я ЛЮБЛЮ ФАСОЛЬ!,^^^^~ А`ш 1
1557,Old School,0Ш Я~@~_
1558,Вопрос 5,"Пвпа=ен Пет; , О7Ее о_ись ка ушт 4 #[0Игы Учш ш'шъ нгыш|"
1559,Всё будет хорошо!!!,Всё будет хорошоШ Шс+  ьихя[Ц[Ю)
1560,LETSBE Friends FOREVER,Ц=ГЗЪЕ '4екл #И
1561,хватит!,2
1562,Я люблю свою БАБУ,' `; . 60 РАБ
1563,ПИТЕР-,
1564,БЕСИШЬ МЕНЯ,
1565,С ДОБРЫМ УТРОМ! БЕСИШЬ МЕНЯ ,"044 0932 ДБРым . ""РЭМ | БЕСИШЬ МЕНЯ"
1566,Amelica.com для детей,Аше_а :ш ГОГ
1567,Лето в Подмосковье,яе> А~ ;ето ПОдмОсковье ШИНМиМай
1568,KENTATSU,ЖЕАТЗ
1569,anextour,а?х-\г [ЕЛЕШПЫЮ
1570,ПОДКЛЮЧАЙ,"ПОДКЛЮЧАЙ Ро_телексч #Е/""С60"
1571,Aladdin,"ЪЗзн5 А"" ""1624"
1572,REDTAXI,ЛШ пипе ;
1573,наклейка на заднем стекле,НАКЛЕЙКА НАЗАДНЕМ СТЕКЛЕ
1574,ПРЕДМЕТЫ КУХНИ,цтгааин
1575,Travel,и# Лг<>е]
1576,Губка,Ц МШШ
1577,Т КУРОРТ,
1578,Coc Cola,@ь(ь (0иМ
1579,ESPRESSO,ЕЯ@@ЕЗЗО
1580,"Twinkle 
 twinkle Little Star 
 Do you know how 
 Loved you are",шк]е { йпк]е ё]е $+а< '0 уоч %)  <ош [чеф уи аге
1581,JACK,УАск
1582,A B C D E J G H I J K L M N O P Q R S T U V W X Y Z,"в0ДЕз@#"" {2[о  ,"
1583,MENU,МЕ`
1584,presence,рг@з@псе
1585,DRAW,[ [6
1586,EVAN,Е !А
1587,I Love You to the moon...and back again.,ФДжь'/э {о+^е оо< .апф Ьас^ а;а11
1588,Странник,СТРАННИК тх
1589,this is us Our life. Our story. Our home.,(я ё ч5 Очг ]1€е: Оч Очг }оше: '+огу:
1590,Z,
1591,"телефона, смотрите в другом объявлении",Шродашеешь ыовЫХ телефона/ смотрите в друтом объявлении
1592,tartness,+{и&яя
1593,"HO 
 ME",НП МЕ
1594,Telephone,'7%  5оо 55 ооб
1595,love,4
1596,a²+b²=c²,"0 , ( 0?  | 7С2"
1597,мы страждем от засухи А.С. Пуш,"ик=а' 2- 4 э: ,сг # еаа е 'еваъа #8"
1598,очень удобная и практичная вещь! вам так не кажется?,{ОЧЕНЬ УДОБНАЯ И ПРАКТИЧНАЯ ВЕЩЫ ВАМ ТАК НЕ КАЖЕТСЯ?>
1599,Light Medium Demi Bold,[19}\ Мефчш [@щ: Во:
1600,ПОЛЕЗНЫЕ ИГРЫ С ОГНЁМ,ПолЕзН ЕИТРЫ согЦи ате5ъ
1601,Методическая копилка,[  к&  @
1602,ДОБРОЕ УТРО,& 7БР0Е (~(Г0
1603,Областное информационно-пропагандистское мероприятие СтопГаджет!,гы> о -Цэр танамушеге <ерчащ Енур п1 Тгрымэн1нъ заншэтэ дзнзэненикпэнт-шч 1РчГч ПЕлягтнаг ЯНпПЕННЦненн = Пвапятанлнгтгнпн #пПп #Ста-Га Еы Угшиппеаанапиптопя 4пппапп ог;ня ссеш:лшаннн
1604,2015,~61$
1605,НАСЕЛЕНИЯ,2 ( Яэиш:азу
1606,ВОЛГ КОН СБОРНИК ФАНТАСТИЧЕСКИХ РАССКАЗОВ,ВОЛгАкон СЕОРНИК ФАНТАСТИЧНСТИХ РАЕС ;ДЗаЕ
1607,C.Э. Фриш Сквозь призму времени,"6 9 фЕ"" Сквозь призчу времени 1  "
1608,NO,.О аЧин + 1ч5) Тлифн} БиШинан ш 4лелынашшши ч1м1 заИк Бль ашашыШ ыий ши ичтм Мран 1
1609,Развитие социальной активности младших школьников,Ра-пнтис сациалына й актипности млапшик щкалыннкап атч-
1610,КОФЕЙНЯ,КОФЕЙНЯ
1611,MarcO'Polo,[акс @1@]о:
1612,РУССКИЙ СТАНДАРТ БАНК,БАНК СТАНДАРТ Русский
1613,ЗаБава САЛОН КРАСОТЫ,Забасо СПлон (РПСОЛЫ
1614,smplewine винотека,"""е ~е ВИНОТЕКА"
1615,НОЖОМ  ВИЛКОЙ ГОРОДСКОЕ КАФЕ,& (ножОм ВИЛКОЙ товодскот ЖА@Е
1616,К-РАУТА СТРОЙМАСТЕР,Еелуц ЯРЙМАСЛЕР
1617,Салон красоты СТАТУС,Салон красод СТАС
1618,ресторан olivo рестораны,(блю РЕСТОРАНЫ РЕСТОРАН
1619,Стрижи ТОРГОВЫЙ ЦЕНТР,(юрижи тОРгОВЫЙ ЦЕНТР
1620,ДОБРЫЙ ЖАР,ЖАр ДОБРЫЙ > помашние [ 'опч Пуаиытю ₽ 'и2 ; Зканъ Дшю
1621,БУФЕТЪ.,
1622,AllTime.RU,#`не яо
1623,Cora,(б8
1624,сафари фитнес,(аФ' (или:
1625,mega,нва
1626,ресторан украинской кухни СКОВОРОДА,!краннской '@КОВОРО4  ресторан ЖуХнн
1627,Ubik ЦИФРОВАЯ ТЕХНИКА,"@дЦъ [Цэ ""оЮрАя"
1628,АЗБУКА ВКУСА,ВКУСА АЗБУКА
1629,Охотный ряд коммерческий банк,Охотный ряд коммерческий банк
1630,аппарат Совета депутатов муниципального округа Бирюлёво Западн ЮЖНЫЙ АДМИНИСТРАТИВНЫЙ ОКР,"аппарат Совета депутатов муниципального округа Бирюлёво Западноа ЮККНЫИ ИДМНННСТРАТИВНЫИ Оке"""
1631,ДВОРЕЦ ТВОРЧЕСТВА ДЕТЕЙ И МОЛОДЕЖИ молодежный творческий форум китеж плюс,ДВОРЕЦ ТВОРЧЕСТВА ДЕТЕЙ И МОЛОДЕЖИ молоькнкн ТНОРЧЕСЕШП #орм китя плюС 'ихок 1глеъ] ШЕЕН
1632,МИЛТИ,
1633,СЛОН завод рекламы,
1634,семейная парикмахерская Family,"семейная парикмахерская ({""(!"
1635,ТУШИНСКАЯ,ТУШИПЕСКАЯ
1636,МАСКОУСКАЯ,Я [([ОП(К^
1637,ОРОДСКАЯ,ОРОДСКАЯ
1638,бабин яр,ч ## Я ₽
1639,М,м
1640,МЕТРОПОЛИТЕНА,КЕЗРОПОЛнтЕНА
1641,ЛУБЯНКА,ШУБШШц КРАСНАЯ ВЕСНА
1642,Stalingrad,$+а: &-аф %-@п--ше сош ошэлшил
1643,КАШИРСКАЯ КАШИРСКАЯ,ХНАНИННЕ ННя КАШИРСКАЯ
1644,Это э ктробус.,ЭзктробуС:
1645,Это электробус.,30 
1646,Это электроб,Д1 ич
1647,Это электробус.,ЭТОЭлекр @Юл
1648,Это электробус.,ЛюэкрОбУС
1649,Это электробус.,&ЛОЩА; &_ электроЕ Это
1650,Это электробус.,НЛФЛКТрОбУС;
1651,300,
1652,Это электробус.,Элкгробус
1653,Это электробус.,[КЕООбМС;
1654,Это электробус,ЛШШи
1655,500-й Это электробус.,Это О5027005с
1656,ГОРОДСКОЙ ЭЛЕКТРОБУС,[РОДСкО; Я/ ПРЛЕТЕ
1657,161779,@& {@ & 3лъ ~шш 65тъ 161779
1658,Это электробус.,"'ЖЖКТрОбУС,"
1659,Это электробус.,ЭЛЮЮОб9С
1660,Это электробус.,Это электробус
1661,тробус.,тробус:
1662,Это лектробус.,Эюлектробус:
1663,ГОРОДСКОЙ ЭЛЕКТРОБУС,Ы) п ~ЗЛЕКТРОБУС [РОДСКОЙ
1664,Это электробус.,Эю0: ЭЛСКРОС
1665,Петербург в движении,ППЕБ 7
1666,ГОРОДСКОЙ ЭЛЕКТРОБ,[Ю { [ОРОДСЮОЙ: {Лбзк {ЗМ[ЮРЫ
1667,electric bus,[@й€ Ы1$ Н4ЗШШ
1668,1000-й Это электробус,[(Ы )(
1669,1000-й Это электробус.,оО00фо6ус ` Это
1670,1000-й Это электробус.,ФЛЕК] ЮО=й Шктробус:
1671,90 100,
1672,Это электробус.,Эр ШМЮ
1673,ГОРОДСКОЙ ЭЛЕКТРОБУС,"к ЛИЕ Ш '@чг ЙЭЛЕКТРОБУС ""ФРОДСЮОЙЭ"
1674,Яндекс,~цыг д
1675,Яндекс Такси 95-55-55,
1676,Яндекс Такси,(НДеЖ-Ю
1677,Е838НМ,БРнш ЕЗ:НЫ5
1678,1343,743
1679,Яндекс Такси,[Ю ЯЮС[
1680,Яндекс Такси,6 ([ЖИ
1681,Yandex,ПЛЧат
1682,9,
1683,1217,1217
1684,ЯНДЕКС ТАКСИ,ЯНДЕКС:ТАКСИ
1685,ЯНДЕКС ТАКСИ,ЯНДЕКС:ТАКСИ
1686,49,
1687,Яндекс Такси 456 495 9999999,Яндекс ТаКСИ 456 (495)9999999
1688,Яндекс Такси,ЗПЕНН От- ЯНДекс =акгу`
1689,Яндекс Такси,[акси #ДСКС
1690,49,49 Р
1691,lamoda,{а Лапз
1692,Яндекс Go Такси 7 495 999 99 99,Яндекс &о Такси сэ эаэ эавэ
1693,Промокоды и скидки для вызова такси Яндекс,Промокоды СкИДКи для вызова такси Яндекс
1694,Яндекс Такси,"Анм; ""КДеКС [;к_}"
1695,Вызывающе быстро Яндекс.Такси,Вызывающе быстро Яндекс [ак(Ю [ьаекпн
1696,Яндекс,"""{""НЮКу"
1697,Яндекс Такси,"Ясс]ак ""ъяим"
1698,МАШИНЫ ДЛЯ КОМФОРТ КЛАССА,МАШИНЫ ДЛЯ КОМФОРТ КЛАССА
1699,ndex,
